pattern,html_path,pdf_path,location,symmetry,website,set,svg_path
P156,html/data181/P156.html,contents/data181/P156.pdf,"Charbagh Madrasah, Isfahan",p4g,https://tilingsearch.mit.edu/HTML/data181/P156.html,set3,contents/data181/P156.svg
P117,html/data181/P117.html,contents/data181/P117.pdf,Torbat-e Jam - Shrine of Sheikh Jami,p4,https://tilingsearch.mit.edu/HTML/data181/P117.html,set3,contents/data181/P117.svg
V1P57,html/data181/V1P57.html,contents/data181/V1P57.pdf,"Vol1, page 57",pmm,https://tilingsearch.mit.edu/HTML/data181/V1P57.html,set3,contents/data181/V1P57.svg
V2P169,html/data181/V2P169.html,contents/data181/V2P169.pdf,"Hala, Pakistan Jame' mosque",p4g,https://tilingsearch.mit.edu/HTML/data181/V2P169.html,set2,contents/data181/V2P169.svg
PS70,html/data181/PS70.html,contents/data181/PS70.pdf,"Western tomb tower, Kharraqan",p6m,https://tilingsearch.mit.edu/HTML/data181/PS70.html,set3,contents/data181/PS70.svg
L90,html/data181/L90.html,contents/data181/L90.pdf,"Museum of the Sidi Sa'id, Marrakesh",p4m,https://tilingsearch.mit.edu/HTML/data181/L90.html,set3,contents/data181/L90.svg
V2P88,html/data181/V2P88.html,contents/data181/V2P88.pdf,"Shrine of Sultan Ali, Kashan",p4m,https://tilingsearch.mit.edu/HTML/data181/V2P88.html,set2,contents/data181/V2P88.svg
V1P98,html/data181/V1P98.html,contents/data181/V1P98.pdf,"Vol1, page 98",p4m,https://tilingsearch.mit.edu/HTML/data181/V1P98.html,set2,contents/data181/V1P98.svg
MOR0837,html/data181/MOR0837.html,contents/data181/MOR0837.pdf,"Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data181/MOR0837.html,set2,contents/data181/MOR0837.svg
IRA2420,html/data181/IRA2420.html,contents/data181/IRA2420.pdf,"Imam Mosque, Kerman",p4g,https://tilingsearch.mit.edu/HTML/data181/IRA2420.html,set3,contents/data181/IRA2420.svg
P111,html/data181/P111.html,contents/data181/P111.pdf,Kerman - Ganj Ali Khan complex,pm,https://tilingsearch.mit.edu/HTML/data181/P111.html,set3,contents/data181/P111.svg
P131,html/data181/P131.html,contents/data181/P131.pdf,"Roman mosaic, Lucus Feroniae",p4g,https://tilingsearch.mit.edu/HTML/data181/P131.html,set2,contents/data181/P131.svg
MOR0719,html/data181/MOR0719.html,contents/data181/MOR0719.pdf,"Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data181/MOR0719.html,set2,contents/data181/MOR0719.svg
MOR0519,html/data181/MOR0519.html,contents/data181/MOR0519.pdf,"Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data181/MOR0519.html,set3,contents/data181/MOR0519.svg
V5P125,html/data181/V5P125.html,contents/data181/V5P125.pdf,"Friday mosque, Yazd",p31m,https://tilingsearch.mit.edu/HTML/data181/V5P125.html,set2,contents/data181/V5P125.svg
V1P150,html/data181/V1P150.html,contents/data181/V1P150.pdf,"Atabaki courtyard, Qom",p6m,https://tilingsearch.mit.edu/HTML/data181/V1P150.html,set2,contents/data181/V1P150.svg
P64,html/data181/P64.html,contents/data181/P64.pdf,"Charbagh Madrasah, Isfahan",p2,https://tilingsearch.mit.edu/HTML/data181/P64.html,set3,contents/data181/P64.svg
V2P20,html/data181/V2P20.html,contents/data181/V2P20.pdf,Qom Atabaki courtyard,p6m,https://tilingsearch.mit.edu/HTML/data181/V2P20.html,set3,contents/data181/V2P20.svg
V2P134,html/data181/V2P134.html,contents/data181/V2P134.pdf,"Ali Qoli Aqa mosque, Isfahan",p4,https://tilingsearch.mit.edu/HTML/data181/V2P134.html,set3,contents/data181/V2P134.svg
V2P122,html/data181/V2P122.html,contents/data181/V2P122.pdf,"Atabaki courtyard, Qom",p4g,https://tilingsearch.mit.edu/HTML/data181/V2P122.html,set3,contents/data181/V2P122.svg
P191,html/data181/P191.html,contents/data181/P191.pdf,Shiraz - Delgosha garden,p4m,https://tilingsearch.mit.edu/HTML/data181/P191.html,set2,contents/data181/P191.svg
HOL1,html/data181/HOL1.html,contents/data181/HOL1.pdf,Carpet in Holbein's The Ambassadors,p4m,https://tilingsearch.mit.edu/HTML/data181/HOL1.html,set2,contents/data181/HOL1.svg
TM1,html/data181/TM1.html,contents/data181/TM1.pdf,Panel from Tomb-marker,p6m,https://tilingsearch.mit.edu/HTML/data181/TM1.html,set2,contents/data181/TM1.svg
V2P34,html/data181/V2P34.html,contents/data181/V2P34.pdf,"Chehel Sotoun Palace, Isfahan",p6m,https://tilingsearch.mit.edu/HTML/data181/V2P34.html,set3,contents/data181/V2P34.svg
V2P20B,html/data181/V2P20B.html,contents/data181/V2P20B.pdf,"Atabaki courtyard, Qom",pmm,https://tilingsearch.mit.edu/HTML/data181/V2P20B.html,set2,contents/data181/V2P20B.svg
V1P144,html/data181/V1P144.html,contents/data181/V1P144.pdf,"Friday mosque, Taft",p6m,https://tilingsearch.mit.edu/HTML/data181/V1P144.html,set3,contents/data181/V1P144.svg
P89,html/data181/P89.html,contents/data181/P89.pdf,"Nim Avard Madrasah, Isfahan",pmm,https://tilingsearch.mit.edu/HTML/data181/P89.html,set2,contents/data181/P89.svg
SIM012,html/data181/SIM012.html,contents/data181/SIM012.pdf,"Maghak-i 'Attari mosque, Bukhara",p4m,https://tilingsearch.mit.edu/HTML/data181/SIM012.html,set2,contents/data181/SIM012.svg
V2P96,html/data181/V2P96.html,contents/data181/V2P96.pdf,"Isfahan, Chehel Sotoun palace (taken from Qotbieh mosque)",p4m,https://tilingsearch.mit.edu/HTML/data181/V2P96.html,set3,contents/data181/V2P96.svg
P128,html/data181/P128.html,contents/data181/P128.pdf,"Friday mosque, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data181/P128.html,set2,contents/data181/P128.svg
MOR0501,html/data181/MOR0501.html,contents/data181/MOR0501.pdf,"Fez, Morocco",p4m,https://tilingsearch.mit.edu/HTML/data181/MOR0501.html,set3,contents/data181/MOR0501.svg
V2P166,html/data181/V2P166.html,contents/data181/V2P166.pdf,Nishapur Mahruq shrine,pmm,https://tilingsearch.mit.edu/HTML/data181/V2P166.html,set3,contents/data181/V2P166.svg
V1P138,html/data181/V1P138.html,contents/data181/V1P138.pdf,"Western tomb tower, Kharraqan",p6m,https://tilingsearch.mit.edu/HTML/data181/V1P138.html,set2,contents/data181/V1P138.svg
BIRG,html/data181/BIRG.html,contents/data181/BIRG.pdf,"Great Mosque, Birgi",p31m,https://tilingsearch.mit.edu/HTML/data181/BIRG.html,set1,contents/data181/BIRG.svg
V2P64,html/data181/V2P64.html,contents/data181/V2P64.pdf,"Atabaki courtyard, Qom",p4m,https://tilingsearch.mit.edu/HTML/data181/V2P64.html,set2,contents/data181/V2P64.svg
V2P127,html/data181/V2P127.html,contents/data181/V2P127.pdf,"Charbagh Madrasah, Isfahan",p4g,https://tilingsearch.mit.edu/HTML/data181/V2P127.html,set2,contents/data181/V2P127.svg
EGY1102,html/data181/EGY1102.html,contents/data181/EGY1102.pdf,"Sultan Barsbay Funerary Complex, Cairo",p4m,https://tilingsearch.mit.edu/HTML/data181/EGY1102.html,set1,contents/data181/EGY1102.svg
V1P119,html/data181/V1P119.html,contents/data181/V1P119.pdf,"Mashhad, (ex-) Shah mosque",p6m,https://tilingsearch.mit.edu/HTML/data181/V1P119.html,set3,contents/data181/V1P119.svg
EGY0307X,html/data181/EGY0307X.html,contents/data181/EGY0307X.pdf,Mosque of ibn Tulun,p6m,https://tilingsearch.mit.edu/HTML/data181/EGY0307X.html,set1,contents/data181/EGY0307X.svg
G39D,html/data3/G39D.html,contents/data3/G39D.pdf,"Grafton, Plate 39D",p4m,https://tilingsearch.mit.edu/HTML/data3/G39D.html,set2,contents/data3/G39D.svg
G79C,html/data3/G79C.html,contents/data3/G79C.pdf,"Grafton, Plate 79C",p4m,https://tilingsearch.mit.edu/HTML/data3/G79C.html,set3,contents/data3/G79C.svg
G10A,html/data3/G10A.html,contents/data3/G10A.pdf,"Grafton, Plate 10A",p4m,https://tilingsearch.mit.edu/HTML/data3/G10A.html,set1,contents/data3/G10A.svg
G12A,html/data3/G12A.html,contents/data3/G12A.pdf,"Grafton, Plate 12A",p4m,https://tilingsearch.mit.edu/HTML/data3/G12A.html,set1,contents/data3/G12A.svg
G9H,html/data3/G9H.html,contents/data3/G9H.pdf,"Grafton, Plate 9H",p4,https://tilingsearch.mit.edu/HTML/data3/G9H.html,set2,contents/data3/G9H.svg
G58H,html/data3/G58H.html,contents/data3/G58H.pdf,"Grafton, Plate 58H",p4m,https://tilingsearch.mit.edu/HTML/data3/G58H.html,set2,contents/data3/G58H.svg
G2A,html/data3/G2A.html,contents/data3/G2A.pdf,"Grafton, Plate 2A",p4m,https://tilingsearch.mit.edu/HTML/data3/G2A.html,set1,contents/data3/G2A.svg
G75A,html/data3/G75A.html,contents/data3/G75A.pdf,"Grafton, Plate 75A",p4m,https://tilingsearch.mit.edu/HTML/data3/G75A.html,set2,contents/data3/G75A.svg
G7A,html/data3/G7A.html,contents/data3/G7A.pdf,"Grafton, Plate 7A",p4m,https://tilingsearch.mit.edu/HTML/data3/G7A.html,set2,contents/data3/G7A.svg
G92A,html/data3/G92A.html,contents/data3/G92A.pdf,"Grafton, Plate 92A",p4m,https://tilingsearch.mit.edu/HTML/data3/G92A.html,set3,contents/data3/G92A.svg
G92B,html/data3/G92B.html,contents/data3/G92B.pdf,"Grafton, Plate 92B",p4m,https://tilingsearch.mit.edu/HTML/data3/G92B.html,set2,contents/data3/G92B.svg
G11B,html/data3/G11B.html,contents/data3/G11B.pdf,"Grafton, Plate 11B",p4g,https://tilingsearch.mit.edu/HTML/data3/G11B.html,set2,contents/data3/G11B.svg
G39A,html/data3/G39A.html,contents/data3/G39A.pdf,"Grafton, Plate 39A",p4m,https://tilingsearch.mit.edu/HTML/data3/G39A.html,set1,contents/data3/G39A.svg
G50C,html/data3/G50C.html,contents/data3/G50C.pdf,"Grafton, Plate 50C",p4m,https://tilingsearch.mit.edu/HTML/data3/G50C.html,set3,contents/data3/G50C.svg
G41A,html/data3/G41A.html,contents/data3/G41A.pdf,"Grafton, Plate 41A",p6m,https://tilingsearch.mit.edu/HTML/data3/G41A.html,set2,contents/data3/G41A.svg
G7B,html/data3/G7B.html,contents/data3/G7B.pdf,"Grafton, Plate 7B",p4m,https://tilingsearch.mit.edu/HTML/data3/G7B.html,set3,contents/data3/G7B.svg
G83A,html/data3/G83A.html,contents/data3/G83A.pdf,"Grafton, Plate 83A",p4m,https://tilingsearch.mit.edu/HTML/data3/G83A.html,set3,contents/data3/G83A.svg
G13B,html/data3/G13B.html,contents/data3/G13B.pdf,"Grafton, Plate 13B",p4m,https://tilingsearch.mit.edu/HTML/data3/G13B.html,set2,contents/data3/G13B.svg
G3C,html/data3/G3C.html,contents/data3/G3C.pdf,"Grafton, Plate 3C",p4m,https://tilingsearch.mit.edu/HTML/data3/G3C.html,set1,contents/data3/G3C.svg
G71C,html/data3/G71C.html,contents/data3/G71C.pdf,"Grafton, Plate 71C",p4m,https://tilingsearch.mit.edu/HTML/data3/G71C.html,set3,contents/data3/G71C.svg
G9F,html/data3/G9F.html,contents/data3/G9F.pdf,"Roman mosaic, Labastide d'Armagnac",p4m,https://tilingsearch.mit.edu/HTML/data3/G9F.html,set3,contents/data3/G9F.svg
G2B,html/data3/G2B.html,contents/data3/G2B.pdf,"Grafton, Plate 2B",p4m,https://tilingsearch.mit.edu/HTML/data3/G2B.html,set2,contents/data3/G2B.svg
G12B,html/data3/G12B.html,contents/data3/G12B.pdf,"Grafton, Plate 12B",p4m,https://tilingsearch.mit.edu/HTML/data3/G12B.html,set2,contents/data3/G12B.svg
G10B,html/data3/G10B.html,contents/data3/G10B.pdf,"Grafton, Plate 10B",p4m,https://tilingsearch.mit.edu/HTML/data3/G10B.html,set2,contents/data3/G10B.svg
G71B,html/data3/G71B.html,contents/data3/G71B.pdf,"Grafton, Plate 71B",p4m,https://tilingsearch.mit.edu/HTML/data3/G71B.html,set2,contents/data3/G71B.svg
G8A,html/data3/G8A.html,contents/data3/G8A.pdf,"Grafton, Plate 8A",p4m,https://tilingsearch.mit.edu/HTML/data3/G8A.html,set2,contents/data3/G8A.svg
P18,html/data4/P18.html,contents/data4/P18.pdf,"Hessemer, page 18",p4m,https://tilingsearch.mit.edu/HTML/data4/P18.html,set2,contents/data4/P18.svg
P53TL,html/data4/P53TL.html,contents/data4/P53TL.pdf,"Hessemer, page 53 (top left)",pm,https://tilingsearch.mit.edu/HTML/data4/P53TL.html,set3,contents/data4/P53TL.svg
P50T,html/data4/P50T.html,contents/data4/P50T.pdf,"Hessemer, page 50 (top)",cmm,https://tilingsearch.mit.edu/HTML/data4/P50T.html,set3,contents/data4/P50T.svg
P78B,html/data4/P78B.html,contents/data4/P78B.pdf,"Basilica of St Francesco, Assisi",p4m,https://tilingsearch.mit.edu/HTML/data4/P78B.html,set2,contents/data4/P78B.svg
P106TR,html/data4/P106TR.html,contents/data4/P106TR.pdf,"St Marco, Venice",pm,https://tilingsearch.mit.edu/HTML/data4/P106TR.html,set2,contents/data4/P106TR.svg
P75ML,html/data4/P75ML.html,contents/data4/P75ML.pdf,"St Maria in Cosmedin, Rome",p4m,https://tilingsearch.mit.edu/HTML/data4/P75ML.html,set3,contents/data4/P75ML.svg
P72T,html/data4/P72T.html,contents/data4/P72T.pdf,"Basilica of St Francesco, Assisi",p4m,https://tilingsearch.mit.edu/HTML/data4/P72T.html,set2,contents/data4/P72T.svg
P55MR,html/data4/P55MR.html,contents/data4/P55MR.pdf,"Eshrefoghlu mosque, Beysehir",p6,https://tilingsearch.mit.edu/HTML/data4/P55MR.html,set2,contents/data4/P55MR.svg
P112B,html/data4/P112B.html,contents/data4/P112B.pdf,"Cappella Palatina, Palazzo dei Normanni, Palermo",p4,https://tilingsearch.mit.edu/HTML/data4/P112B.html,set3,contents/data4/P112B.svg
P52BR,html/data4/P52BR.html,contents/data4/P52BR.pdf,"Hessemer, page 52 (bottom right)",p6,https://tilingsearch.mit.edu/HTML/data4/P52BR.html,set2,contents/data4/P52BR.svg
P75TR,html/data4/P75TR.html,contents/data4/P75TR.pdf,"St Maria in Cosmedin, Rome",p4m,https://tilingsearch.mit.edu/HTML/data4/P75TR.html,set3,contents/data4/P75TR.svg
P75MR,html/data4/P75MR.html,contents/data4/P75MR.pdf,"St Maria in Cosmedin, Rome",p4g,https://tilingsearch.mit.edu/HTML/data4/P75MR.html,set2,contents/data4/P75MR.svg
P60B,html/data4/P60B.html,contents/data4/P60B.pdf,"Khayrbak, mosque",p4m,https://tilingsearch.mit.edu/HTML/data4/P60B.html,set2,contents/data4/P60B.svg
P79B,html/data4/P79B.html,contents/data4/P79B.pdf,"Basilica of St Francesco, Assisi",p4m,https://tilingsearch.mit.edu/HTML/data4/P79B.html,set2,contents/data4/P79B.svg
P106ML,html/data4/P106ML.html,contents/data4/P106ML.pdf,"St Marco, Venice",cm,https://tilingsearch.mit.edu/HTML/data4/P106ML.html,set3,contents/data4/P106ML.svg
P105BL,html/data4/P105BL.html,contents/data4/P105BL.pdf,"St Marco, Venice",p4m,https://tilingsearch.mit.edu/HTML/data4/P105BL.html,set3,contents/data4/P105BL.svg
P104B,html/data4/P104B.html,contents/data4/P104B.pdf,"St Marco, Venice",p6,https://tilingsearch.mit.edu/HTML/data4/P104B.html,set2,contents/data4/P104B.svg
P76ML,html/data4/P76ML.html,contents/data4/P76ML.pdf,"St Maria in Cosmedin, Rome",p6m,https://tilingsearch.mit.edu/HTML/data4/P76ML.html,set3,contents/data4/P76ML.svg
P76TL,html/data4/P76TL.html,contents/data4/P76TL.pdf,"St Maria in Cosmedin, Rome",p6m,https://tilingsearch.mit.edu/HTML/data4/P76TL.html,set3,contents/data4/P76TL.svg
P118BR,html/data4/P118BR.html,contents/data4/P118BR.pdf,"Duomo, Ravenna",pmm,https://tilingsearch.mit.edu/HTML/data4/P118BR.html,set3,contents/data4/P118BR.svg
P106BR,html/data4/P106BR.html,contents/data4/P106BR.pdf,"St Marco, Venice",p4m,https://tilingsearch.mit.edu/HTML/data4/P106BR.html,set2,contents/data4/P106BR.svg
P58MR,html/data4/P58MR.html,contents/data4/P58MR.pdf,"Hessemer, page 58 (middle right)",p4g,https://tilingsearch.mit.edu/HTML/data4/P58MR.html,set3,contents/data4/P58MR.svg
P112T,html/data4/P112T.html,contents/data4/P112T.pdf,"Cappella Palatina, Palazzo dei Normanni, Palermo",p6m,https://tilingsearch.mit.edu/HTML/data4/P112T.html,set2,contents/data4/P112T.svg
P20T,html/data4/P20T.html,contents/data4/P20T.pdf,Citadel attributed to al-Mansur Qalawun,p4g,https://tilingsearch.mit.edu/HTML/data4/P20T.html,set3,contents/data4/P20T.svg
P74TR,html/data4/P74TR.html,contents/data4/P74TR.pdf,"St Maria Maggiore, Rome",p4m,https://tilingsearch.mit.edu/HTML/data4/P74TR.html,set2,contents/data4/P74TR.svg
P106BL,html/data4/P106BL.html,contents/data4/P106BL.pdf,"St Marco, Venice",p4m,https://tilingsearch.mit.edu/HTML/data4/P106BL.html,set3,contents/data4/P106BL.svg
P118BL,html/data4/P118BL.html,contents/data4/P118BL.pdf,"Marble floor mosaic, Duomo, Ravenna",pmm,https://tilingsearch.mit.edu/HTML/data4/P118BL.html,set2,contents/data4/P118BL.svg
P65M,html/data4/P65M.html,contents/data4/P65M.pdf,"Duomo, Benvento",p4m,https://tilingsearch.mit.edu/HTML/data4/P65M.html,set2,contents/data4/P65M.svg
P76TR,html/data4/P76TR.html,contents/data4/P76TR.pdf,"Mosaic floor, St Maria Maggiore",p31m,https://tilingsearch.mit.edu/HTML/data4/P76TR.html,set2,contents/data4/P76TR.svg
P20BR,html/data4/P20BR.html,contents/data4/P20BR.pdf,"Palace, Termez",p4g,https://tilingsearch.mit.edu/HTML/data4/P20BR.html,set2,contents/data4/P20BR.svg
P78T,html/data4/P78T.html,contents/data4/P78T.pdf,"Basilica of St Francesco, Assisi",p4m,https://tilingsearch.mit.edu/HTML/data4/P78T.html,set3,contents/data4/P78T.svg
P76MR,html/data4/P76MR.html,contents/data4/P76MR.pdf,"St Maria Maggiore, Rome",p4m,https://tilingsearch.mit.edu/HTML/data4/P76MR.html,set2,contents/data4/P76MR.svg
P47B,html/data180/P47B.html,contents/data180/P47B.pdf,"Charbagh Madrasah, Isfahan",p4g,https://tilingsearch.mit.edu/HTML/data180/P47B.html,set3,contents/data180/P47B.svg
C2d240,html/data180/C2d240.html,contents/data180/C2d240.pdf,Cloister of San Giovanni in Laterno,p6m,https://tilingsearch.mit.edu/HTML/data180/C2d240.html,set1,contents/data180/C2d240.svg
SYR0510,html/data180/SYR0510.html,contents/data180/SYR0510.pdf,"Wooden grille, Great Mosque, Aleppo",p4m,https://tilingsearch.mit.edu/HTML/data180/SYR0510.html,set2,contents/data180/SYR0510.svg
C1d41B,html/data180/C1d41B.html,contents/data180/C1d41B.pdf,"Pavement, San Pietro (Chisa della Canta), Trivoli",p6m,https://tilingsearch.mit.edu/HTML/data180/C1d41B.html,set1,contents/data180/C1d41B.svg
C4d2,html/data180/C4d2.html,contents/data180/C4d2.pdf,"San Crisogono, Rome",p4m,https://tilingsearch.mit.edu/HTML/data180/C4d2.html,set1,contents/data180/C4d2.svg
C3d16D,html/data180/C3d16D.html,contents/data180/C3d16D.pdf,"Roman mosaic, Biches",pmm,https://tilingsearch.mit.edu/HTML/data180/C3d16D.html,set1,contents/data180/C3d16D.svg
RH2,html/data180/RH2.html,contents/data180/RH2.pdf,"Friday mosque, Kerman",p6m,https://tilingsearch.mit.edu/HTML/data180/RH2.html,set2,contents/data180/RH2.svg
C3d19A,html/data180/C3d19A.html,contents/data180/C3d19A.pdf,"Comatesque mosaic, Rome",p3m1,https://tilingsearch.mit.edu/HTML/data180/C3d19A.html,set1,contents/data180/C3d19A.svg
C2d57,html/data180/C2d57.html,contents/data180/C2d57.pdf,"Mosaic band on door frame, Santi Giovanni e Paolo",p4m,https://tilingsearch.mit.edu/HTML/data180/C2d57.html,set1,contents/data180/C2d57.svg
EGY0608,html/data180/EGY0608.html,contents/data180/EGY0608.pdf,Mosque of Sultan Hassan,p4m,https://tilingsearch.mit.edu/HTML/data180/EGY0608.html,set1,contents/data180/EGY0608.svg
C2d135,html/data180/C2d135.html,contents/data180/C2d135.pdf,Tabernacoletto of San Clemente,p6m,https://tilingsearch.mit.edu/HTML/data180/C2d135.html,set1,contents/data180/C2d135.svg
F103,html/data180/F103.html,contents/data180/F103.pdf,Mashhad - the new courtyard,cmm,https://tilingsearch.mit.edu/HTML/data180/F103.html,set1,contents/data180/F103.svg
C3d21D,html/data180/C3d21D.html,contents/data180/C3d21D.pdf,"Comatesque mosaic, Rome",p4m,https://tilingsearch.mit.edu/HTML/data180/C3d21D.html,set1,contents/data180/C3d21D.svg
C3d19C,html/data180/C3d19C.html,contents/data180/C3d19C.pdf,"Comatesque mosaic, Rome",p6m,https://tilingsearch.mit.edu/HTML/data180/C3d19C.html,set1,contents/data180/C3d19C.svg
F118,html/data180/F118.html,contents/data180/F118.pdf,Isfahan - The Imam Gate,pmm,https://tilingsearch.mit.edu/HTML/data180/F118.html,set1,contents/data180/F118.svg
C3d21B,html/data180/C3d21B.html,contents/data180/C3d21B.pdf,"Comatesque mosaic, Rome",pmm,https://tilingsearch.mit.edu/HTML/data180/C3d21B.html,set1,contents/data180/C3d21B.svg
EGY1030,html/data180/EGY1030.html,contents/data180/EGY1030.pdf,Sultan Barsbay Funerary Complex,cmm,https://tilingsearch.mit.edu/HTML/data180/EGY1030.html,set1,contents/data180/EGY1030.svg
F113,html/data180/F113.html,contents/data180/F113.pdf,Isfahan - The Charbagh Madrasah,pmm,https://tilingsearch.mit.edu/HTML/data180/F113.html,set1,contents/data180/F113.svg
IRA1619,html/data180/IRA1619.html,contents/data180/IRA1619.pdf,"Wooden lattice, Masjid-e-Sayyed, Isfahan",p4m,https://tilingsearch.mit.edu/HTML/data180/IRA1619.html,set3,contents/data180/IRA1619.svg
C2d172A,html/data180/C2d172A.html,contents/data180/C2d172A.pdf,Pavement in the left aisle of San Clemente,p6m,https://tilingsearch.mit.edu/HTML/data180/C2d172A.html,set1,contents/data180/C2d172A.svg
C3d18B,html/data180/C3d18B.html,contents/data180/C3d18B.pdf,"Roman mosaic, Ouzouer-sur-Trezee",pmg,https://tilingsearch.mit.edu/HTML/data180/C3d18B.html,set1,contents/data180/C3d18B.svg
